unix_time,latitude,longitude,altitude(m),RSRP,RSRQ,RSSI,SINR,CellID
16443380637,40.694388000000,-73.956820000000,39.800000000000,-71.0,-32.5,-16.0,96.0,0BB8D02
16443380638,40.694395000000,-73.956821000000,39.800000000000,-71.0,-32.2,-16.0,94.0,0BB8D02
16443380639,40.694402000000,-73.956822000000,39.800000000000,-71.0,-32.0,-16.0,92.0,0BB8D02
16443380640,40.694409500000,-73.956823500000,39.850000000000,-71.0,-31.8,-16.3,90.0,0BB8D02
16443380641,40.694417000000,-73.956825000000,39.900000000000,-71.0,-31.5,-16.7,88.0,0BB8D02
16443380642,40.694424000000,-73.956826250000,39.900000000000,-71.0,-31.2,-17.0,86.0,0BB8D02
16443380643,40.694431000000,-73.956827500000,39.900000000000,-72.0,-31.0,-17.0,84.0,0BB8D02
16443380644,40.694438000000,-73.956828750000,39.900000000000,-72.0,-31.2,-17.0,85.6,0BB8D02
16443380645,40.694445000000,-73.956830000000,39.900000000000,-72.0,-31.4,-17.0,87.2,0BB8D02
16443380646,40.694452000000,-73.956832000000,39.900000000000,-72.0,-31.6,-17.0,88.8,0BB8D02
16443380647,40.694459000000,-73.956833000000,39.900000000000,-72.5,-31.8,-17.5,90.4,0BB8D02
16443380648,40.694466000000,-73.956834000000,39.900000000000,-73.0,-32.0,-18.0,92.0,0BB8D02
16443380649,40.694473000000,-73.956835000000,39.900000000000,-73.0,-31.4,-18.0,86.8,0BB8D02
16443380650,40.694480000000,-73.956837000000,39.900000000000,-73.0,-30.8,-18.0,81.6,0BB8D02
16443380651,40.694487000000,-73.956838000000,39.900000000000,-73.0,-30.2,-18.0,76.4,0BB8D02
16443380652,40.694494000000,-73.956839000000,39.900000000000,-73.5,-29.6,-18.0,71.2,0BB8D02
16443380653,40.694502000000,-73.956840000000,40.000000000000,-74.0,-29.0,-18.0,66.0,0BB8D02
16443380654,40.694502000000,-73.956840000000,40.000000000000,-74.0,-29.5,-18.3,62.8,0BB8D02
16443380655,40.694516000000,-73.956843000000,40.000000000000,-74.0,-30.0,-18.7,59.5,0BB8D02
16443380656,40.694523000000,-73.956844000000,40.000000000000,-74.0,-30.5,-19.0,56.2,0BB8D02
16443380657,40.694530000000,-73.956845500000,40.050000000000,-75.0,-31.0,-20.0,53.0,0BB8D02
16443380658,40.694537000000,-73.956847000000,40.100000000000,-75.0,-31.2,-20.0,51.6,0BB8D02
16443380659,40.694545000000,-73.956848000000,40.000000000000,-75.0,-31.4,-20.0,50.2,0BB8D02
16443380660,40.694551000000,-73.956849000000,40.000000000000,-75.0,-31.6,-20.0,48.8,0BB8D02
16443380661,40.694559000000,-73.956851000000,40.000000000000,-75.0,-31.8,-20.0,47.4,0BB8D02
16443380662,40.694566000000,-73.956852000000,40.000000000000,-75.0,-32.0,-20.0,46.0,0BB8D02
16443380663,40.694573000000,-73.956853000000,40.000000000000,-74.3,-32.2,-20.0,53.0,0BB8D02
16443380664,40.694580000000,-73.956855000000,39.900000000000,-73.7,-32.4,-20.0,60.0,0BB8D02
16443380665,40.694587000000,-73.956856000000,39.900000000000,-73.0,-32.6,-20.0,67.0,0BB8D03
16443380666,40.694594000000,-73.956858000000,39.900000000000,-73.5,-32.8,-19.5,74.0,0BB8D03
16443380667,40.694602000000,-73.956859000000,39.900000000000,-74.0,-33.0,-19.0,81.0,0BB8D03
16443380668,40.694609000000,-73.956860000000,39.900000000000,-74.0,-32.8,-19.0,80.2,0BB8D03
16443380669,40.694616000000,-73.956862000000,39.900000000000,-74.0,-32.5,-19.0,79.5,0BB8D03
16443380670,40.694624000000,-73.956863000000,39.800000000000,-74.0,-32.2,-19.0,78.8,0BB8D03
16443380671,40.694631000000,-73.956865000000,39.800000000000,-73.0,-32.0,-19.0,78.0,0BB8D03
16443380672,40.694638000000,-73.956866000000,39.900000000000,-73.0,-32.2,-18.8,77.0,0BB8D03
16443380673,40.694645000000,-73.956867000000,39.800000000000,-73.0,-32.4,-18.5,76.0,0BB8D03
16443380674,40.694651000000,-73.956869000000,39.900000000000,-73.0,-32.6,-18.2,75.0,0BB8D03
16443380675,40.694659000000,-73.956870000000,39.900000000000,-73.0,-32.8,-18.0,74.0,0BB8D03
16443380676,40.694665000000,-73.956871000000,39.900000000000,-73.0,-33.0,-18.0,73.0,0BB8D03
16443380677,40.694673000000,-73.956872000000,39.900000000000,-73.0,-33.0,-18.3,73.6,0BB8D03
16443380678,40.694680000000,-73.956874000000,39.900000000000,-73.0,-33.0,-18.7,74.2,0BB8D03
16443380679,40.694687000000,-73.956875000000,39.900000000000,-73.0,-33.0,-19.0,74.8,0BB8D03
16443380680,40.694694000000,-73.956876000000,39.900000000000,-73.5,-33.0,-19.5,75.4,0BB8D03
16443380681,40.694701500000,-73.956877500000,39.900000000000,-74.0,-33.0,-20.0,76.0,0BB8D03
16443380682,40.694709000000,-73.956879000000,39.900000000000,-74.0,-32.8,-19.7,72.5,0BB8D03
16443380683,40.694717000000,-73.956880000000,39.900000000000,-74.0,-32.5,-19.3,69.0,0BB8D03
16443380684,40.694724000000,-73.956881500000,39.900000000000,-74.0,-32.2,-19.0,65.5,0BB8D03
16443380685,40.694731000000,-73.956883000000,39.900000000000,-74.0,-32.0,-19.0,62.0,0BB8D03
16443380686,40.694737000000,-73.956884000000,39.900000000000,-74.0,-32.4,-19.0,65.4,0BB8D03
16443380687,40.694745000000,-73.956885000000,40.000000000000,-74.0,-32.8,-19.0,68.8,0BB8D03
16443380688,40.694752000000,-73.956886000000,40.000000000000,-74.0,-33.2,-19.0,72.2,0BB8D03
16443380689,40.694759000000,-73.956887000000,40.000000000000,-74.0,-33.6,-19.0,75.6,0BB8D03
16443380690,40.694765500000,-73.956888500000,40.050000000000,-74.0,-34.0,-18.0,79.0,0BB8D03
16443380691,40.694772000000,-73.956890000000,40.100000000000,-73.7,-34.0,-18.0,78.2,0BB8D03
16443380692,40.694779000000,-73.956891000000,40.100000000000,-73.3,-34.0,-18.0,77.4,0BB8D03
16443380693,40.694786000000,-73.956892000000,40.200000000000,-73.0,-34.0,-18.0,76.6,0BB8D03
16443380694,40.694793000000,-73.956893000000,40.200000000000,-73.5,-34.0,-18.0,75.8,0BB8D03
16443380695,40.694800000000,-73.956894000000,40.100000000000,-74.0,-34.0,-18.0,75.0,0BB8D03
16443380696,40.694807000000,-73.956895500000,40.150000000000,-69.3,-32.8,-16.3,87.2,0BB8D03
16443380697,40.694814000000,-73.956897000000,40.200000000000,-64.7,-31.5,-14.7,99.5,0BB8D03
16443380698,40.694821500000,-73.956898000000,40.150000000000,-60.0,-30.2,-13.0,111.8,230DA06
16443380699,40.694829000000,-73.956899000000,40.100000000000,-59.0,-29.0,-13.0,124.0,230DA06
16443380700,40.694836000000,-73.956900000000,40.100000000000,-58.5,-29.4,-12.8,126.8,230DA06
16443380701,40.694843000000,-73.956901000000,40.100000000000,-58.0,-29.8,-12.5,129.6,230DA06
16443380702,40.694850000000,-73.956903000000,40.200000000000,-57.5,-30.2,-12.2,132.4,230DA06
16443380703,40.694858000000,-73.956904000000,40.200000000000,-57.0,-30.6,-12.0,135.2,230DA06
16443380704,40.694865000000,-73.956905000000,40.100000000000,-58.0,-31.0,-12.0,138.0,230DA06
16443380705,40.694872000000,-73.956906000000,40.100000000000,-57.7,-31.4,-11.7,134.6,230DA06
16443380706,40.694879000000,-73.956907333333,40.100000000000,-57.3,-31.8,-11.3,131.2,230DA06
16443380707,40.694886000000,-73.956908666667,40.100000000000,-57.0,-32.2,-11.0,127.8,230DA06
16443380708,40.694893000000,-73.956910000000,40.100000000000,-57.5,-32.6,-11.5,124.4,230DA06
16443380709,40.694900000000,-73.956911333333,40.100000000000,-58.0,-33.0,-12.0,121.0,230DA06
16443380710,40.694907000000,-73.956912666667,40.100000000000,-58.7,-33.0,-12.0,122.8,230DA06
16443380711,40.694914000000,-73.956914000000,40.100000000000,-59.3,-33.0,-12.0,124.6,230DA06
16443380712,40.694921000000,-73.956915000000,40.100000000000,-60.0,-33.0,-12.0,126.4,230DA06
16443380713,40.694928000000,-73.956916000000,40.100000000000,-59.5,-33.0,-12.0,128.2,230DA06
16443380714,40.694935000000,-73.956918000000,40.100000000000,-59.0,-33.0,-12.0,130.0,230DA06
16443380715,40.694943000000,-73.956919000000,40.100000000000,-59.3,-32.5,-12.0,130.0,230DA06
16443380716,40.694950000000,-73.956920000000,40.100000000000,-59.7,-32.0,-12.0,130.0,230DA06
16443380717,40.694957000000,-73.956922000000,40.000000000000,-60.0,-31.5,-12.0,130.0,230DA06
16443380718,40.694964000000,-73.956923000000,40.100000000000,-59.0,-31.0,-12.0,130.0,230DA06
16443380719,40.694971000000,-73.956924000000,40.000000000000,-59.0,-30.8,-12.7,126.0,230DA06
16443380720,40.694978000000,-73.956926000000,40.000000000000,-59.0,-30.6,-13.3,122.0,230DA06
16443380721,40.694985000000,-73.956927000000,40.000000000000,-59.0,-30.4,-14.0,118.0,230DA06
16443380722,40.694992000000,-73.956928000000,40.000000000000,-59.0,-30.2,-14.5,114.0,230DA06
16443380723,40.695000000000,-73.956929000000,40.000000000000,-59.0,-30.0,-15.0,110.0,230DA06
16443380724,40.695007000000,-73.956931000000,40.000000000000,-59.3,-30.5,-14.7,114.2,230DA06
16443380725,40.695014000000,-73.956932000000,40.000000000000,-59.7,-31.0,-14.3,118.5,230DA06
16443380726,40.695021000000,-73.956933000000,40.000000000000,-60.0,-31.5,-14.0,122.8,230DA06
16443380727,40.695028000000,-73.956934000000,40.000000000000,-61.0,-32.0,-14.0,127.0,230DA06
16443380728,40.695035000000,-73.956935000000,40.000000000000,-60.8,-32.6,-14.0,126.6,230DA06
16443380729,40.695042000000,-73.956937000000,40.000000000000,-60.5,-33.2,-14.0,126.2,230DA06
16443380730,40.695049000000,-73.956938000000,40.000000000000,-60.2,-33.8,-14.0,125.8,230DA06
16443380731,40.695056000000,-73.956939000000,40.000000000000,-60.0,-34.4,-14.0,125.4,230DA06
16443380732,40.695063000000,-73.956940500000,40.000000000000,-60.0,-35.0,-12.0,125.0,230DA06
16443380733,40.695070000000,-73.956942000000,40.000000000000,-60.0,-34.8,-12.0,124.8,230DA06
16443380734,40.695077000000,-73.956943000000,40.000000000000,-60.0,-34.6,-12.0,124.6,230DA06
16443380735,40.695085000000,-73.956944000000,40.000000000000,-60.0,-34.4,-12.0,124.4,230DA06
16443380736,40.695092000000,-73.956946000000,40.000000000000,-60.5,-34.2,-11.5,124.2,230DA06
16443380737,40.695100000000,-73.956947000000,40.000000000000,-61.0,-34.0,-11.0,124.0,230DA06
16443380738,40.695107000000,-73.956948000000,40.000000000000,-61.0,-34.4,-11.0,123.6,230DA06
16443380739,40.695114000000,-73.956949000000,40.100000000000,-61.0,-34.8,-11.0,123.2,230DA06
16443380740,40.695121000000,-73.956950000000,40.100000000000,-61.0,-35.2,-11.0,122.8,230DA06
16443380741,40.695128000000,-73.956951000000,40.100000000000,-61.0,-35.6,-11.0,122.4,230DA06
16443380742,40.695135000000,-73.956952000000,40.100000000000,-61.0,-36.0,-11.0,122.0,230DA06
16443380743,40.695142000000,-73.956953500000,40.100000000000,-61.3,-35.5,-11.7,125.2,230DA06
16443380744,40.695149000000,-73.956955000000,40.100000000000,-61.7,-35.0,-12.3,128.5,230DA06
16443380745,40.695156000000,-73.956956000000,40.100000000000,-62.0,-34.5,-13.0,131.8,230DA06
16443380746,40.695163000000,-73.956957000000,40.100000000000,-61.0,-34.0,-12.0,135.0,230DA06
16443380747,40.695170000000,-73.956958500000,40.100000000000,-61.0,-34.0,-12.0,131.6,230DA06
16443380748,40.695177000000,-73.956960000000,40.100000000000,-61.0,-34.0,-12.0,128.2,230DA06
16443380749,40.695184000000,-73.956961000000,40.100000000000,-61.0,-34.0,-12.0,124.8,230DA06
16443380750,40.695190000000,-73.956962000000,40.100000000000,-61.5,-34.0,-12.0,121.4,230DA06
16443380751,40.695198000000,-73.956963000000,40.100000000000,-62.0,-34.0,-12.0,118.0,230DA06
16443380752,40.695205000000,-73.956965000000,40.100000000000,-61.7,-34.5,-12.3,121.2,230DA06
16443380753,40.695212000000,-73.956966000000,40.100000000000,-61.3,-35.0,-12.7,124.5,230DA06
16443380754,40.695219000000,-73.956967000000,40.200000000000,-61.0,-35.5,-13.0,127.8,230DA06
16443380755,40.695226000000,-73.956968000000,40.200000000000,-61.0,-36.0,-12.0,131.0,230DA06
16443380756,40.695233000000,-73.956969000000,40.200000000000,-61.2,-35.8,-12.2,131.4,230DA06
16443380757,40.695240000000,-73.956971000000,40.200000000000,-61.5,-35.6,-12.5,131.8,230DA06
16443380758,40.695248000000,-73.956972000000,40.200000000000,-61.8,-35.4,-12.8,132.2,230DA06
16443380759,40.695255000000,-73.956973000000,40.200000000000,-62.0,-35.2,-13.0,132.6,230DA06
16443380760,40.695263000000,-73.956974000000,40.200000000000,-61.0,-35.0,-13.0,133.0,230DA06
16443380761,40.695270000000,-73.956976000000,40.100000000000,-61.0,-35.0,-13.3,132.0,230DA06
16443380762,40.695277000000,-73.956977000000,40.100000000000,-61.0,-35.0,-13.7,131.0,230DA06
16443380763,40.695284000000,-73.956978000000,40.100000000000,-61.0,-35.0,-14.0,130.0,230DA06
16443380764,40.695291000000,-73.956979000000,40.000000000000,-60.5,-35.0,-13.5,129.0,230DA06
16443380765,40.695298000000,-73.956981000000,40.000000000000,-60.0,-35.0,-13.0,128.0,230DA06
16443380766,40.695305000000,-73.956982000000,39.950000000000,-60.3,-35.2,-13.0,130.4,230DA06
16443380767,40.695312000000,-73.956983000000,39.900000000000,-60.7,-35.4,-13.0,132.8,230DA06
16443380768,40.695319000000,-73.956984000000,40.000000000000,-61.0,-35.6,-13.0,135.2,230DA06
16443380769,40.695327000000,-73.956985000000,39.900000000000,-61.5,-35.8,-13.0,137.6,230DA06
16443380770,40.695333000000,-73.956987000000,39.900000000000,-62.0,-36.0,-13.0,140.0,230DA06
16443380771,40.695341000000,-73.956988000000,40.000000000000,-62.0,-35.5,-13.0,133.2,230DA06
16443380772,40.695348000000,-73.956989000000,40.000000000000,-62.0,-35.0,-13.0,126.5,230DA06
16443380773,40.695355000000,-73.956991000000,40.000000000000,-62.0,-34.5,-13.0,119.8,230DA06
16443380774,40.695362000000,-73.956992000000,40.000000000000,-61.0,-34.0,-12.0,113.0,230DA06
16443380775,40.695370000000,-73.956993000000,40.000000000000,-61.0,-34.2,-12.0,117.0,230DA06
16443380776,40.695377000000,-73.956994000000,40.000000000000,-61.0,-34.4,-12.0,121.0,230DA06
16443380777,40.695384000000,-73.956996000000,39.900000000000,-61.0,-34.6,-12.0,125.0,230DA06
16443380778,40.695391000000,-73.956997000000,40.000000000000,-61.0,-34.8,-12.5,129.0,230DA06
16443380779,40.695398000000,-73.956999000000,40.000000000000,-61.0,-35.0,-13.0,133.0,230DA06
16443380780,40.695405000000,-73.957000000000,40.000000000000,-61.0,-34.8,-13.0,121.8,230DA06
16443380781,40.695412000000,-73.957001000000,40.100000000000,-61.0,-34.5,-13.0,110.5,230DA06
16443380782,40.695419000000,-73.957002000000,40.100000000000,-61.0,-34.2,-13.0,99.2,230DA06
16443380783,40.695427000000,-73.957004000000,40.100000000000,-61.0,-34.0,-12.0,88.0,230DA06
16443380784,40.695433000000,-73.957005000000,40.100000000000,-61.2,-33.2,-12.0,99.6,230DA06
16443380785,40.695441000000,-73.957006000000,40.000000000000,-61.5,-32.4,-12.0,111.2,230DA06
16443380786,40.695448000000,-73.957007000000,40.000000000000,-61.8,-31.6,-12.0,122.8,230DA06
16443380787,40.695455000000,-73.957009000000,40.000000000000,-62.0,-30.8,-12.0,134.4,230DA06
16443380788,40.695463000000,-73.957010000000,40.100000000000,-60.0,-30.0,-11.0,146.0,230DA06
16443380789,40.695470000000,-73.957011000000,40.100000000000,-60.3,-31.2,-11.0,146.4,230DA06
16443380790,40.695477000000,-73.957013000000,40.100000000000,-60.7,-32.4,-11.0,146.8,230DA06
16443380791,40.695484000000,-73.957014000000,40.100000000000,-61.0,-33.6,-11.0,147.2,230DA06
16443380792,40.695490000000,-73.957015000000,40.000000000000,-60.0,-34.8,-12.0,147.6,230DA06
16443380793,40.695498000000,-73.957017000000,40.100000000000,-59.0,-36.0,-13.0,148.0,230DA06
16443380794,40.695505000000,-73.957018000000,40.100000000000,-59.7,-35.6,-12.7,142.4,230DA06
16443380795,40.695512000000,-73.957019000000,40.100000000000,-60.3,-35.2,-12.3,136.8,230DA06
16443380796,40.695520000000,-73.957021000000,40.100000000000,-61.0,-34.8,-12.0,131.2,230DA06
16443380797,40.695527000000,-73.957022000000,40.100000000000,-60.5,-34.4,-11.5,125.6,230DA06
16443380798,40.695534000000,-73.957023000000,40.000000000000,-60.0,-34.0,-11.0,120.0,230DA06
16443380799,40.695541000000,-73.957024000000,40.000000000000,-59.7,-34.2,-11.0,119.2,230DA06
16443380800,40.695548000000,-73.957026000000,40.100000000000,-59.3,-34.5,-11.0,118.5,230DA06
16443380801,40.695556000000,-73.957027000000,40.100000000000,-59.0,-34.8,-11.0,117.8,230DA06
16443380802,40.695563000000,-73.957028000000,40.000000000000,-61.0,-35.0,-12.0,117.0,230DA06
16443380803,40.695570000000,-73.957029000000,40.000000000000,-61.2,-33.8,-12.0,118.6,230DA06
16443380804,40.695577000000,-73.957030000000,40.000000000000,-61.5,-32.6,-12.0,120.2,230DA06
16443380805,40.695584000000,-73.957032000000,40.000000000000,-61.8,-31.4,-12.0,121.8,230DA06
16443380806,40.695591000000,-73.957033000000,40.000000000000,-62.0,-30.2,-12.0,123.4,230DA06
16443380807,40.695598000000,-73.957034000000,40.000000000000,-61.0,-29.0,-14.0,125.0,230DA06
16443380808,40.695605000000,-73.957036000000,40.000000000000,-61.7,-30.4,-14.3,124.4,230DA06
16443380809,40.695612000000,-73.957037000000,40.000000000000,-62.3,-31.8,-14.7,123.8,230DA06
16443380810,40.695619000000,-73.957038000000,40.000000000000,-63.0,-33.2,-15.0,123.2,230DA06
16443380811,40.695626000000,-73.957040000000,40.100000000000,-63.0,-34.6,-14.5,122.6,230DA06
16443380812,40.695633000000,-73.957041000000,40.100000000000,-63.0,-36.0,-14.0,122.0,230DA06
16443380813,40.695641000000,-73.957042000000,40.100000000000,-63.0,-35.8,-14.0,121.8,230DA06
16443380814,40.695648000000,-73.957043000000,40.100000000000,-63.0,-35.5,-14.0,121.5,230DA06
16443380815,40.695655000000,-73.957045000000,40.100000000000,-63.0,-35.2,-14.0,121.2,230DA06
16443380816,40.695661000000,-73.957046000000,40.100000000000,-63.0,-35.0,-13.0,121.0,230DA06
16443380817,40.695667000000,-73.957047000000,40.100000000000,-62.8,-34.6,-13.0,116.6,230DA06
16443380818,40.695672000000,-73.957048000000,40.000000000000,-62.5,-34.2,-13.0,112.2,230DA06
16443380819,40.695677000000,-73.957049000000,40.000000000000,-62.2,-33.8,-13.0,107.8,230DA06
16443380820,40.695682000000,-73.957050000000,40.000000000000,-62.0,-33.4,-13.0,103.4,230DA06
16443380821,40.695687000000,-73.957051000000,40.000000000000,-62.0,-33.0,-13.0,99.0,230DA06
16443380822,40.695691000000,-73.957052000000,39.900000000000,-62.3,-33.0,-13.7,100.2,230DA06
16443380823,40.695695000000,-73.957053000000,39.900000000000,-62.7,-33.0,-14.3,101.4,230DA06
16443380824,40.695698000000,-73.957054000000,39.900000000000,-63.0,-33.0,-15.0,102.6,230DA06
16443380825,40.695701000000,-73.957055000000,39.900000000000,-63.0,-33.0,-14.5,103.8,230DA06
16443380826,40.695704000000,-73.957055000000,39.900000000000,-63.0,-33.0,-14.0,105.0,230DA06
16443380827,40.695707000000,-73.957056000000,39.900000000000,-63.0,-32.8,-14.0,110.0,230DA06
16443380828,40.695709000000,-73.957056000000,39.900000000000,-63.0,-32.5,-14.0,115.0,230DA06
16443380829,40.695711000000,-73.957057000000,39.900000000000,-63.0,-32.2,-14.0,120.0,230DA06
16443380830,40.695713000000,-73.957057000000,40.000000000000,-62.0,-32.0,-14.0,125.0,230DA06
16443380831,40.695715000000,-73.957057000000,40.000000000000,-61.7,-32.0,-14.0,123.0,230DA06
16443380832,40.695716000000,-73.957058000000,40.000000000000,-61.3,-32.0,-14.0,121.0,230DA06
16443380833,40.695717000000,-73.957058000000,40.100000000000,-61.0,-32.0,-14.0,119.0,230DA06
16443380834,40.695717000000,-73.957058000000,40.100000000000,-61.0,-32.0,-13.5,117.0,230DA06
16443380835,40.695718000000,-73.957058000000,40.150000000000,-61.0,-32.0,-13.0,115.0,230DA06
16443380836,40.695719000000,-73.957058000000,40.200000000000,-61.0,-32.8,-13.3,114.2,230DA06
16443380837,40.695719500000,-73.957058000000,40.200000000000,-61.0,-33.6,-13.7,113.4,230DA06
16443380838,40.695720000000,-73.957058000000,40.200000000000,-61.0,-34.4,-14.0,112.6,230DA06
16443380839,40.695720000000,-73.957058000000,40.300000000000,-61.0,-35.2,-14.0,111.8,230DA06
16443380840,40.695720000000,-73.957057000000,40.300000000000,-61.0,-36.0,-14.0,111.0,230DA06
16443380841,40.695719000000,-73.957056000000,40.300000000000,-61.0,-35.8,-13.7,113.5,230DA06
16443380842,40.695719000000,-73.957054000000,40.300000000000,-61.0,-35.5,-13.3,116.0,230DA06
16443380843,40.695719000000,-73.957052000000,40.300000000000,-61.0,-35.2,-13.0,118.5,230DA06
16443380844,40.695719000000,-73.957052000000,40.300000000000,-61.0,-35.0,-13.0,121.0,230DA06
16443380845,40.695719000000,-73.957047000000,40.300000000000,-61.3,-34.8,-12.7,119.0,230DA06
16443380846,40.695719000000,-73.957043000000,40.200000000000,-61.7,-34.6,-12.3,117.0,230DA06
16443380847,40.695719500000,-73.957039000000,40.200000000000,-62.0,-34.4,-12.0,115.0,230DA06
16443380848,40.695720000000,-73.957035000000,40.200000000000,-61.5,-34.2,-12.0,113.0,230DA06
16443380849,40.695720500000,-73.957030500000,40.150000000000,-61.0,-34.0,-12.0,111.0,230DA06
16443380850,40.695721000000,-73.957026000000,40.100000000000,-61.0,-32.5,-12.0,114.5,230DA06
16443380851,40.695722000000,-73.957020333333,40.133333333333,-61.0,-31.0,-12.0,118.0,230DA06
16443380852,40.695723000000,-73.957014666667,40.166666666667,-61.0,-29.5,-12.0,121.5,230DA06
16443380853,40.695724000000,-73.957009000000,40.200000000000,-60.0,-28.0,-12.0,125.0,230DA06
16443380854,40.695724000000,-73.957009000000,40.200000000000,-59.8,-29.0,-12.0,120.6,230DA06
16443380855,40.695726000000,-73.956996000000,40.200000000000,-59.5,-30.0,-12.0,116.2,230DA06
16443380856,40.695726000000,-73.956989000000,40.300000000000,-59.2,-31.0,-12.0,111.8,230DA06
16443380857,40.695727000000,-73.956982000000,40.350000000000,-59.0,-32.0,-12.0,107.4,230DA06
16443380858,40.695728000000,-73.956975000000,40.400000000000,-60.0,-33.0,-12.0,103.0,230DA06
16443380859,40.695729000000,-73.956967000000,40.300000000000,-60.0,-33.0,-12.0,98.6,230DA06
16443380860,40.695730000000,-73.956959000000,40.400000000000,-60.0,-33.0,-12.0,94.2,230DA06
16443380861,40.695731000000,-73.956951000000,40.400000000000,-60.0,-33.0,-12.0,89.8,230DA06
16443380862,40.695732000000,-73.956943000000,40.400000000000,-60.5,-33.0,-12.5,85.4,230DA06
16443380863,40.695733000000,-73.956935500000,40.450000000000,-61.0,-33.0,-13.0,81.0,230DA06
16443380864,40.695734000000,-73.956928000000,40.500000000000,-61.0,-32.5,-13.0,86.5,230DA06
16443380865,40.695735000000,-73.956921000000,40.400000000000,-61.0,-32.0,-13.0,92.0,230DA06
16443380866,40.695736000000,-73.956914000000,40.400000000000,-61.0,-31.5,-13.0,97.5,230DA06
16443380867,40.695737000000,-73.956906000000,40.400000000000,-61.0,-31.0,-13.0,103.0,230DA06
16443380868,40.695738000000,-73.956900000000,40.500000000000,-61.0,-31.2,-13.0,99.4,230DA06
16443380869,40.695739000000,-73.956893000000,40.400000000000,-61.0,-31.4,-13.0,95.8,230DA06
16443380870,40.695740000000,-73.956886000000,40.400000000000,-61.0,-31.6,-13.0,92.2,230DA06
16443380871,40.695741000000,-73.956879000000,40.400000000000,-61.0,-31.8,-13.0,88.6,230DA06
16443380872,40.695742000000,-73.956872000000,40.400000000000,-61.0,-32.0,-13.0,85.0,230DA06
16443380873,40.695742000000,-73.956864000000,40.400000000000,-61.2,-32.2,-13.0,91.2,230DA06
16443380874,40.695743000000,-73.956857000000,40.300000000000,-61.5,-32.4,-13.0,97.4,230DA06
16443380875,40.695744000000,-73.956850000000,40.300000000000,-61.8,-32.6,-13.0,103.6,230DA06
16443380876,40.695745000000,-73.956843000000,40.300000000000,-62.0,-32.8,-13.0,109.8,230DA06
16443380877,40.695746000000,-73.956835000000,40.200000000000,-62.0,-33.0,-14.0,116.0,230DA06
16443380878,40.695747000000,-73.956829000000,40.200000000000,-62.3,-33.6,-14.0,116.0,230DA06
16443380879,40.695748000000,-73.956822000000,40.300000000000,-62.7,-34.2,-14.0,116.0,230DA06
16443380880,40.695749000000,-73.956816000000,40.200000000000,-63.0,-34.8,-14.0,116.0,230DA06
16443380881,40.695750000000,-73.956810000000,40.200000000000,-63.0,-35.4,-14.0,116.0,230DA06
16443380882,40.695750500000,-73.956805000000,40.200000000000,-63.0,-36.0,-14.0,116.0,230DA06
16443380883,40.695751000000,-73.956800000000,40.200000000000,-62.3,-34.2,-14.0,114.0,230DA06
16443380884,40.695751000000,-73.956796000000,40.200000000000,-61.7,-32.5,-14.0,112.0,230DA06
16443380885,40.695751000000,-73.956791000000,40.200000000000,-61.0,-30.8,-14.0,110.0,230DA06
16443380886,40.695751000000,-73.956787500000,40.150000000000,-60.0,-29.0,-14.0,108.0,230DA06
16443380887,40.695751000000,-73.956784000000,40.100000000000,-60.2,-29.8,-14.2,109.0,230DA06
16443380888,40.695750000000,-73.956781000000,40.100000000000,-60.4,-30.7,-14.4,110.0,230DA06
16443380889,40.695749000000,-73.956778000000,40.100000000000,-60.6,-31.5,-14.6,111.0,230DA06
16443380890,40.695748000000,-73.956774500000,40.100000000000,-60.8,-32.3,-14.8,112.0,230DA06
16443380891,40.695747000000,-73.956771000000,40.100000000000,-61.0,-33.2,-15.0,113.0,230DA06
16443380892,40.695745000000,-73.956769000000,40.000000000000,-59.0,-34.0,-14.0,114.0,230DA06
16443380893,40.695743000000,-73.956766000000,40.000000000000,-59.0,-33.0,-14.0,113.8,230DA06
16443380894,40.695741000000,-73.956763000000,40.000000000000,-59.0,-32.0,-14.0,113.6,230DA06
16443380895,40.695738000000,-73.956761000000,40.000000000000,-59.0,-31.0,-14.0,113.4,230DA06
16443380896,40.695736000000,-73.956759000000,40.000000000000,-59.0,-30.0,-14.0,113.2,230DA06
16443380897,40.695733000000,-73.956757000000,40.000000000000,-59.0,-29.0,-14.0,113.0,230DA06
16443380898,40.695730000000,-73.956756000000,40.100000000000,-59.0,-28.8,-13.7,109.4,230DA06
16443380899,40.695726500000,-73.956754500000,40.100000000000,-59.0,-28.5,-13.3,105.8,230DA06
16443380900,40.695723000000,-73.956753000000,40.100000000000,-59.0,-28.2,-13.0,102.1,230DA06
16443380901,40.695719000000,-73.956753000000,40.100000000000,-59.0,-28.0,-13.0,98.5,230DA06
16443380902,40.695715000000,-73.956752000000,40.100000000000,-59.0,-27.8,-13.0,94.9,230DA06
16443380903,40.695711000000,-73.956751000000,40.100000000000,-59.0,-27.5,-13.0,91.2,230DA06
16443380904,40.695707000000,-73.956751000000,40.100000000000,-59.0,-27.2,-13.0,87.6,230DA06
16443380905,40.695703000000,-73.956750000000,40.100000000000,-59.0,-27.0,-13.0,84.0,230DA06
16443380906,40.695698000000,-73.956749500000,40.150000000000,-59.3,-27.0,-13.3,84.2,230DA06
16443380907,40.695693000000,-73.956749000000,40.200000000000,-59.7,-27.0,-13.7,84.4,230DA06
