unix_time, Latitude, Longitude, Altitude, Center, CellID, AntennaGain, RSRPs, RSSIs, TXPWRs, RSRQs, SINRs
16443380637,40.694388,-73.95682,69.8,2140,12291330,4,-71,-32.5,-33,-16,-0.8
16443380638,40.694395,-73.956821,69.8,2140,12291330,4,-71,-32.2,-32.8,-16,-1.2
16443380639,40.694402,-73.956822,69.8,2140,12291330,4,-71,-32,-32.6,-16,-1.6
16443380640,40.6944095,-73.9568235,69.85,2140,12291330,4,-71,-31.8,-32.4,-16.3,-2
16443380641,40.694417,-73.956825,69.9,2140,12291330,4,-71,-31.5,-32.2,-16.7,-2.4
16443380642,40.694424,-73.95682625,69.9,2140,12291330,4,-71,-31.2,-32,-17,-2.8
16443380643,40.694431,-73.9568275,69.9,2140,12291330,4,-72,-31,-32,-17,-3.2
16443380644,40.694438,-73.95682875,69.9,2140,12291330,4,-72,-31.2,-32,-17,-2.9
16443380645,40.694445,-73.95683,69.9,2140,12291330,4,-72,-31.4,-32,-17,-2.6
16443380646,40.694452,-73.956832,69.9,2140,12291330,4,-72,-31.6,-32,-17,-2.2
16443380647,40.694459,-73.956833,69.9,2140,12291330,4,-72.5,-31.8,-32,-17.5,-1.9
16443380648,40.694466,-73.956834,69.9,2140,12291330,4,-73,-32,-32,-18,-1.6
16443380649,40.694473,-73.956835,69.9,2140,12291330,4,-73,-31.4,-32,-18,-2.6
16443380650,40.69448,-73.956837,69.9,2140,12291330,4,-73,-30.8,-32,-18,-3.7
16443380651,40.694487,-73.956838,69.9,2140,12291330,4,-73,-30.2,-32,-18,-4.7
16443380652,40.694494,-73.956839,69.9,2140,12291330,4,-73.5,-29.6,-32,-18,-5.8
16443380653,40.694502,-73.95684,70,2140,12291330,4,-74,-29,-32,-18,-6.8
16443380654,40.694502,-73.95684,70,2140,12291330,4,-74,-29.5,-32,-18.3,-7.5
16443380655,40.694516,-73.956843,70,2140,12291330,4,-74,-30,-32,-18.7,-8.1
16443380656,40.694523,-73.956844,70,2140,12291330,4,-74,-30.5,-32,-19,-8.8
16443380657,40.69453,-73.9568455,70.05,2140,12291330,4,-75,-31,-31.8,-20,-9.4
16443380658,40.694537,-73.956847,70.1,2140,12291330,4,-75,-31.2,-31.5,-20,-9.7
16443380659,40.694545,-73.956848,70,2140,12291330,4,-75,-31.4,-31.2,-20,-10
16443380660,40.694551,-73.956849,70,2140,12291330,4,-75,-31.6,-31,-20,-10.2
16443380661,40.694559,-73.956851,70,2140,12291330,4,-75,-31.8,-31.4,-20,-10.5
16443380662,40.694566,-73.956852,70,2140,12291330,4,-75,-32,-31.8,-20,-10.8
16443380663,40.694573,-73.956853,70,2140,12291330,4,-74.3,-32.2,-32.2,-20,-9.4
16443380664,40.69458,-73.956855,69.9,2140,12291330,4,-73.7,-32.4,-32.6,-20,-8
16443380665,40.694587,-73.956856,69.9,2140,12291331,4,-73,-32.6,-33,-20,-6.6
16443380666,40.694594,-73.956858,69.9,2140,12291331,4,-73.5,-32.8,-33,-19.5,-5.2
16443380667,40.694602,-73.956859,69.9,2140,12291331,4,-74,-33,-33,-19,-3.8
16443380668,40.694609,-73.95686,69.9,2140,12291331,4,-74,-32.8,-33,-19,-4
16443380669,40.694616,-73.956862,69.9,2140,12291331,4,-74,-32.5,-33,-19,-4.1
16443380670,40.694624,-73.956863,69.8,2140,12291331,4,-74,-32.2,-33,-19,-4.2
16443380671,40.694631,-73.956865,69.8,2140,12291331,4,-73,-32,-33,-19,-4.4
16443380672,40.694638,-73.956866,69.9,2140,12291331,4,-73,-32.2,-33,-18.8,-4.6
16443380673,40.694645,-73.956867,69.8,2140,12291331,4,-73,-32.4,-33,-18.5,-4.8
16443380674,40.694651,-73.956869,69.9,2140,12291331,4,-73,-32.6,-33,-18.2,-5
16443380675,40.694659,-73.95687,69.9,2140,12291331,4,-73,-32.8,-33,-18,-5.2
16443380676,40.694665,-73.956871,69.9,2140,12291331,4,-73,-33,-32.5,-18,-5.4
16443380677,40.694673,-73.956872,69.9,2140,12291331,4,-73,-33,-32,-18.3,-5.3
16443380678,40.69468,-73.956874,69.9,2140,12291331,4,-73,-33,-31.5,-18.7,-5.2
16443380679,40.694687,-73.956875,69.9,2140,12291331,4,-73,-33,-31,-19,-5
16443380680,40.694694,-73.956876,69.9,2140,12291331,4,-73.5,-33,-31.2,-19.5,-4.9
16443380681,40.6947015,-73.9568775,69.9,2140,12291331,4,-74,-33,-31.4,-20,-4.8
16443380682,40.694709,-73.956879,69.9,2140,12291331,4,-74,-32.8,-31.6,-19.7,-5.5
16443380683,40.694717,-73.95688,69.9,2140,12291331,4,-74,-32.5,-31.8,-19.3,-6.2
16443380684,40.694724,-73.9568815,69.9,2140,12291331,4,-74,-32.2,-32,-19,-6.9
16443380685,40.694731,-73.956883,69.9,2140,12291331,4,-74,-32,-32,-19,-7.6
16443380686,40.694737,-73.956884,69.9,2140,12291331,4,-74,-32.4,-32,-19,-6.9
16443380687,40.694745,-73.956885,70,2140,12291331,4,-74,-32.8,-32,-19,-6.2
16443380688,40.694752,-73.956886,70,2140,12291331,4,-74,-33.2,-32,-19,-5.6
16443380689,40.694759,-73.956887,70,2140,12291331,4,-74,-33.6,-32,-19,-4.9
16443380690,40.6947655,-73.9568885,70.05,2140,12291331,4,-74,-34,-32,-18,-4.2
16443380691,40.694772,-73.95689,70.1,2140,12291331,4,-73.7,-34,-32,-18,-4.4
16443380692,40.694779,-73.956891,70.1,2140,12291331,4,-73.3,-34,-32,-18,-4.5
16443380693,40.694786,-73.956892,70.2,2140,12291331,4,-73,-34,-32,-18,-4.7
16443380694,40.694793,-73.956893,70.2,2140,12291331,4,-73.5,-34,-31.6,-18,-4.8
16443380695,40.6948,-73.956894,70.1,2140,12291331,4,-74,-34,-31.2,-18,-5
16443380696,40.694807,-73.9568955,70.15,2140,12291331,4,-69.3,-32.8,-30.8,-16.3,-2.5
16443380697,40.694814,-73.956897,70.2,2140,12291331,4,-64.7,-31.5,-30.4,-14.7,-0.1
16443380698,40.6948215,-73.956898,70.15,2140,36755974,4,-60,-30.2,-30,-13,2.4
16443380699,40.694829,-73.956899,70.1,731.5,36755974,4,-59,-29,-30,-13,4.8
16443380700,40.694836,-73.9569,70.1,731.5,36755974,4,-58.5,-29.4,-30,-12.8,5.4
16443380701,40.694843,-73.956901,70.1,731.5,36755974,4,-58,-29.8,-30,-12.5,5.9
16443380702,40.69485,-73.956903,70.2,731.5,36755974,4,-57.5,-30.2,-30,-12.2,6.5
16443380703,40.694858,-73.956904,70.2,731.5,36755974,4,-57,-30.6,-30,-12,7
16443380704,40.694865,-73.956905,70.1,731.5,36755974,4,-58,-31,-30.5,-12,7.6
16443380705,40.694872,-73.956906,70.1,731.5,36755974,4,-57.7,-31.4,-31,-11.7,6.9
16443380706,40.694879,-73.95690733,70.1,731.5,36755974,4,-57.3,-31.8,-31.5,-11.3,6.2
16443380707,40.694886,-73.95690867,70.1,731.5,36755974,4,-57,-32.2,-32,-11,5.6
16443380708,40.694893,-73.95691,70.1,731.5,36755974,4,-57.5,-32.6,-32,-11.5,4.9
16443380709,40.6949,-73.95691133,70.1,731.5,36755974,4,-58,-33,-32,-12,4.2
16443380710,40.694907,-73.95691267,70.1,731.5,36755974,4,-58.7,-33,-32,-12,4.6
16443380711,40.694914,-73.956914,70.1,731.5,36755974,4,-59.3,-33,-32,-12,4.9
16443380712,40.694921,-73.956915,70.1,731.5,36755974,4,-60,-33,-32,-12,5.3
16443380713,40.694928,-73.956916,70.1,731.5,36755974,4,-59.5,-33,-31.8,-12,5.6
16443380714,40.694935,-73.956918,70.1,731.5,36755974,4,-59,-33,-31.6,-12,6
16443380715,40.694943,-73.956919,70.1,731.5,36755974,4,-59.3,-32.5,-31.4,-12,6
16443380716,40.69495,-73.95692,70.1,731.5,36755974,4,-59.7,-32,-31.2,-12,6
16443380717,40.694957,-73.956922,70,731.5,36755974,4,-60,-31.5,-31,-12,6
16443380718,40.694964,-73.956923,70.1,731.5,36755974,4,-59,-31,-31.2,-12,6
16443380719,40.694971,-73.956924,70,731.5,36755974,4,-59,-30.8,-31.5,-12.7,5.2
16443380720,40.694978,-73.956926,70,731.5,36755974,4,-59,-30.6,-31.8,-13.3,4.4
16443380721,40.694985,-73.956927,70,731.5,36755974,4,-59,-30.4,-32,-14,3.6
16443380722,40.694992,-73.956928,70,731.5,36755974,4,-59,-30.2,-31.8,-14.5,2.8
16443380723,40.695,-73.956929,70,731.5,36755974,4,-59,-30,-31.6,-15,2
16443380724,40.695007,-73.956931,70,731.5,36755974,4,-59.3,-30.5,-31.4,-14.7,2.8
16443380725,40.695014,-73.956932,70,731.5,36755974,4,-59.7,-31,-31.2,-14.3,3.7
16443380726,40.695021,-73.956933,70,731.5,36755974,4,-60,-31.5,-31,-14,4.5
16443380727,40.695028,-73.956934,70,731.5,36755974,4,-61,-32,-31,-14,5.4
16443380728,40.695035,-73.956935,70,731.5,36755974,4,-60.8,-32.6,-31,-14,5.3
16443380729,40.695042,-73.956937,70,731.5,36755974,4,-60.5,-33.2,-31,-14,5.2
16443380730,40.695049,-73.956938,70,731.5,36755974,4,-60.2,-33.8,-31,-14,5.2
16443380731,40.695056,-73.956939,70,731.5,36755974,4,-60,-34.4,-31,-14,5.1
16443380732,40.695063,-73.9569405,70,731.5,36755974,4,-60,-35,-31.8,-12,5
16443380733,40.69507,-73.956942,70,731.5,36755974,4,-60,-34.8,-32.5,-12,5
16443380734,40.695077,-73.956943,70,731.5,36755974,4,-60,-34.6,-33.2,-12,4.9
16443380735,40.695085,-73.956944,70,731.5,36755974,4,-60,-34.4,-34,-12,4.9
16443380736,40.695092,-73.956946,70,731.5,36755974,4,-60.5,-34.2,-34.2,-11.5,4.8
16443380737,40.6951,-73.956947,70,731.5,36755974,4,-61,-34,-34.4,-11,4.8
16443380738,40.695107,-73.956948,70,731.5,36755974,4,-61,-34.4,-34.6,-11,4.7
16443380739,40.695114,-73.956949,70.1,731.5,36755974,4,-61,-34.8,-34.8,-11,4.6
16443380740,40.695121,-73.95695,70.1,731.5,36755974,4,-61,-35.2,-35,-11,4.6
16443380741,40.695128,-73.956951,70.1,731.5,36755974,4,-61,-35.6,-35.2,-11,4.5
16443380742,40.695135,-73.956952,70.1,731.5,36755974,4,-61,-36,-35.4,-11,4.4
16443380743,40.695142,-73.9569535,70.1,731.5,36755974,4,-61.3,-35.5,-35.6,-11.7,5
16443380744,40.695149,-73.956955,70.1,731.5,36755974,4,-61.7,-35,-35.8,-12.3,5.7
16443380745,40.695156,-73.956956,70.1,731.5,36755974,4,-62,-34.5,-36,-13,6.3
16443380746,40.695163,-73.956957,70.1,731.5,36755974,4,-61,-34,-35.2,-12,7
16443380747,40.69517,-73.9569585,70.1,731.5,36755974,4,-61,-34,-34.5,-12,6.3
16443380748,40.695177,-73.95696,70.1,731.5,36755974,4,-61,-34,-33.8,-12,5.6
16443380749,40.695184,-73.956961,70.1,731.5,36755974,4,-61,-34,-33,-12,5
16443380750,40.69519,-73.956962,70.1,731.5,36755974,4,-61.5,-34,-32.4,-12,4.3
16443380751,40.695198,-73.956963,70.1,731.5,36755974,4,-62,-34,-31.8,-12,3.6
16443380752,40.695205,-73.956965,70.1,731.5,36755974,4,-61.7,-34.5,-31.2,-12.3,4.3
16443380753,40.695212,-73.956966,70.1,731.5,36755974,4,-61.3,-35,-30.6,-12.7,4.9
16443380754,40.695219,-73.956967,70.2,731.5,36755974,4,-61,-35.5,-30,-13,5.5
16443380755,40.695226,-73.956968,70.2,731.5,36755974,4,-61,-36,-30.2,-12,6.2
16443380756,40.695233,-73.956969,70.2,731.5,36755974,4,-61.2,-35.8,-30.4,-12.2,6.3
16443380757,40.69524,-73.956971,70.2,731.5,36755974,4,-61.5,-35.6,-30.6,-12.5,6.4
16443380758,40.695248,-73.956972,70.2,731.5,36755974,4,-61.8,-35.4,-30.8,-12.8,6.4
16443380759,40.695255,-73.956973,70.2,731.5,36755974,4,-62,-35.2,-31,-13,6.5
16443380760,40.695263,-73.956974,70.2,731.5,36755974,4,-61,-35,-30.8,-13,6.6
16443380761,40.69527,-73.956976,70.1,731.5,36755974,4,-61,-35,-30.5,-13.3,6.4
16443380762,40.695277,-73.956977,70.1,731.5,36755974,4,-61,-35,-30.2,-13.7,6.2
16443380763,40.695284,-73.956978,70.1,731.5,36755974,4,-61,-35,-30,-14,6
16443380764,40.695291,-73.956979,70,731.5,36755974,4,-60.5,-35,-31.2,-13.5,5.8
16443380765,40.695298,-73.956981,70,731.5,36755974,4,-60,-35,-32.4,-13,5.6
16443380766,40.695305,-73.956982,69.95,731.5,36755974,4,-60.3,-35.2,-33.6,-13,6.1
16443380767,40.695312,-73.956983,69.9,731.5,36755974,4,-60.7,-35.4,-34.8,-13,6.6
16443380768,40.695319,-73.956984,70,731.5,36755974,4,-61,-35.6,-36,-13,7
16443380769,40.695327,-73.956985,69.9,731.5,36755974,4,-61.5,-35.8,-36,-13,7.5
16443380770,40.695333,-73.956987,69.9,731.5,36755974,4,-62,-36,-36,-13,8
16443380771,40.695341,-73.956988,70,731.5,36755974,4,-62,-35.5,-36,-13,6.7
16443380772,40.695348,-73.956989,70,731.5,36755974,4,-62,-35,-36,-13,5.3
16443380773,40.695355,-73.956991,70,731.5,36755974,4,-62,-34.5,-36,-13,4
16443380774,40.695362,-73.956992,70,731.5,36755974,4,-61,-34,-36,-12,2.6
16443380775,40.69537,-73.956993,70,731.5,36755974,4,-61,-34.2,-36,-12,3.4
16443380776,40.695377,-73.956994,70,731.5,36755974,4,-61,-34.4,-36,-12,4.2
16443380777,40.695384,-73.956996,69.9,731.5,36755974,4,-61,-34.6,-36,-12,5
16443380778,40.695391,-73.956997,70,731.5,36755974,4,-61,-34.8,-36,-12.5,5.8
16443380779,40.695398,-73.956999,70,731.5,36755974,4,-61,-35,-36,-13,6.6
16443380780,40.695405,-73.957,70,731.5,36755974,4,-61,-34.8,-36,-13,4.4
16443380781,40.695412,-73.957001,70.1,731.5,36755974,4,-61,-34.5,-36,-13,2.1
16443380782,40.695419,-73.957002,70.1,731.5,36755974,4,-61,-34.2,-36,-13,-0.1
16443380783,40.695427,-73.957004,70.1,731.5,36755974,4,-61,-34,-35.6,-12,-2.4
16443380784,40.695433,-73.957005,70.1,731.5,36755974,4,-61.2,-33.2,-35.2,-12,-0.1
16443380785,40.695441,-73.957006,70,731.5,36755974,4,-61.5,-32.4,-34.8,-12,2.2
16443380786,40.695448,-73.957007,70,731.5,36755974,4,-61.8,-31.6,-34.4,-12,4.6
16443380787,40.695455,-73.957009,70,731.5,36755974,4,-62,-30.8,-34,-12,6.9
16443380788,40.695463,-73.95701,70.1,731.5,36755974,4,-60,-30,-34.2,-11,9.2
16443380789,40.69547,-73.957011,70.1,731.5,36755974,4,-60.3,-31.2,-34.5,-11,9.3
16443380790,40.695477,-73.957013,70.1,731.5,36755974,4,-60.7,-32.4,-34.8,-11,9.4
16443380791,40.695484,-73.957014,70.1,731.5,36755974,4,-61,-33.6,-35,-11,9.4
16443380792,40.69549,-73.957015,70,731.5,36755974,4,-60,-34.8,-35.2,-12,9.5
16443380793,40.695498,-73.957017,70.1,731.5,36755974,4,-59,-36,-35.4,-13,9.6
16443380794,40.695505,-73.957018,70.1,731.5,36755974,4,-59.7,-35.6,-35.6,-12.7,8.5
16443380795,40.695512,-73.957019,70.1,731.5,36755974,4,-60.3,-35.2,-35.8,-12.3,7.4
16443380796,40.69552,-73.957021,70.1,731.5,36755974,4,-61,-34.8,-36,-12,6.2
16443380797,40.695527,-73.957022,70.1,731.5,36755974,4,-60.5,-34.4,-35.6,-11.5,5.1
16443380798,40.695534,-73.957023,70,731.5,36755974,4,-60,-34,-35.2,-11,4
16443380799,40.695541,-73.957024,70,731.5,36755974,4,-59.7,-34.2,-34.8,-11,3.8
16443380800,40.695548,-73.957026,70.1,731.5,36755974,4,-59.3,-34.5,-34.4,-11,3.7
16443380801,40.695556,-73.957027,70.1,731.5,36755974,4,-59,-34.8,-34,-11,3.5
16443380802,40.695563,-73.957028,70,731.5,36755974,4,-61,-35,-34.4,-12,3.4
16443380803,40.69557,-73.957029,70,731.5,36755974,4,-61.2,-33.8,-34.8,-12,3.7
16443380804,40.695577,-73.95703,70,731.5,36755974,4,-61.5,-32.6,-35.2,-12,4
16443380805,40.695584,-73.957032,70,731.5,36755974,4,-61.8,-31.4,-35.6,-12,4.4
16443380806,40.695591,-73.957033,70,731.5,36755974,4,-62,-30.2,-36,-12,4.7
16443380807,40.695598,-73.957034,70,731.5,36755974,4,-61,-29,-35.2,-14,5
16443380808,40.695605,-73.957036,70,731.5,36755974,4,-61.7,-30.4,-34.5,-14.3,4.9
16443380809,40.695612,-73.957037,70,731.5,36755974,4,-62.3,-31.8,-33.8,-14.7,4.8
16443380810,40.695619,-73.957038,70,731.5,36755974,4,-63,-33.2,-33,-15,4.6
16443380811,40.695626,-73.95704,70.1,731.5,36755974,4,-63,-34.6,-33.8,-14.5,4.5
16443380812,40.695633,-73.957041,70.1,731.5,36755974,4,-63,-36,-34.6,-14,4.4
16443380813,40.695641,-73.957042,70.1,731.5,36755974,4,-63,-35.8,-35.4,-14,4.3
16443380814,40.695648,-73.957043,70.1,731.5,36755974,4,-63,-35.5,-36.2,-14,4.3
16443380815,40.695655,-73.957045,70.1,731.5,36755974,4,-63,-35.2,-37,-14,4.2
16443380816,40.695661,-73.957046,70.1,731.5,36755974,4,-63,-35,-36.2,-13,4.2
16443380817,40.695667,-73.957047,70.1,731.5,36755974,4,-62.8,-34.6,-35.4,-13,3.3
16443380818,40.695672,-73.957048,70,731.5,36755974,4,-62.5,-34.2,-34.6,-13,2.4
16443380819,40.695677,-73.957049,70,731.5,36755974,4,-62.2,-33.8,-33.8,-13,1.6
16443380820,40.695682,-73.95705,70,731.5,36755974,4,-62,-33.4,-33,-13,0.7
16443380821,40.695687,-73.957051,70,731.5,36755974,4,-62,-33,-33.2,-13,-0.2
16443380822,40.695691,-73.957052,69.9,731.5,36755974,4,-62.3,-33,-33.5,-13.7,0
16443380823,40.695695,-73.957053,69.9,731.5,36755974,4,-62.7,-33,-33.8,-14.3,0.3
16443380824,40.695698,-73.957054,69.9,731.5,36755974,4,-63,-33,-34,-15,0.5
16443380825,40.695701,-73.957055,69.9,731.5,36755974,4,-63,-33,-33.6,-14.5,0.8
16443380826,40.695704,-73.957055,69.9,731.5,36755974,4,-63,-33,-33.2,-14,1
16443380827,40.695707,-73.957056,69.9,731.5,36755974,4,-63,-32.8,-32.8,-14,2
16443380828,40.695709,-73.957056,69.9,731.5,36755974,4,-63,-32.5,-32.4,-14,3
16443380829,40.695711,-73.957057,69.9,731.5,36755974,4,-63,-32.2,-32,-14,4
16443380830,40.695713,-73.957057,70,731.5,36755974,4,-62,-32,-31,-14,5
16443380831,40.695715,-73.957057,70,731.5,36755974,4,-61.7,-32,-30,-14,4.6
16443380832,40.695716,-73.957058,70,731.5,36755974,4,-61.3,-32,-29,-14,4.2
16443380833,40.695717,-73.957058,70.1,731.5,36755974,4,-61,-32,-28,-14,3.8
16443380834,40.695717,-73.957058,70.1,731.5,36755974,4,-61,-32,-29,-13.5,3.4
16443380835,40.695718,-73.957058,70.15,731.5,36755974,4,-61,-32,-30,-13,3
16443380836,40.695719,-73.957058,70.2,731.5,36755974,4,-61,-32.8,-31,-13.3,2.8
16443380837,40.6957195,-73.957058,70.2,731.5,36755974,4,-61,-33.6,-32,-13.7,2.7
16443380838,40.69572,-73.957058,70.2,731.5,36755974,4,-61,-34.4,-33,-14,2.5
16443380839,40.69572,-73.957058,70.3,731.5,36755974,4,-61,-35.2,-33,-14,2.4
16443380840,40.69572,-73.957057,70.3,731.5,36755974,4,-61,-36,-33,-14,2.2
16443380841,40.695719,-73.957056,70.3,731.5,36755974,4,-61,-35.8,-33,-13.7,2.7
16443380842,40.695719,-73.957054,70.3,731.5,36755974,4,-61,-35.5,-33,-13.3,3.2
16443380843,40.695719,-73.957052,70.3,731.5,36755974,4,-61,-35.2,-33,-13,3.7
16443380844,40.695719,-73.957052,70.3,731.5,36755974,4,-61,-35,-33.8,-13,4.2
16443380845,40.695719,-73.957047,70.3,731.5,36755974,4,-61.3,-34.8,-34.5,-12.7,3.8
16443380846,40.695719,-73.957043,70.2,731.5,36755974,4,-61.7,-34.6,-35.2,-12.3,3.4
16443380847,40.6957195,-73.957039,70.2,731.5,36755974,4,-62,-34.4,-36,-12,3
16443380848,40.69572,-73.957035,70.2,731.5,36755974,4,-61.5,-34.2,-35.2,-12,2.6
16443380849,40.6957205,-73.9570305,70.15,731.5,36755974,4,-61,-34,-34.4,-12,2.2
16443380850,40.695721,-73.957026,70.1,731.5,36755974,4,-61,-32.5,-33.6,-12,2.9
16443380851,40.695722,-73.95702033,70.13333333,731.5,36755974,4,-61,-31,-32.8,-12,3.6
16443380852,40.695723,-73.95701467,70.16666667,731.5,36755974,4,-61,-29.5,-32,-12,4.3
16443380853,40.695724,-73.957009,70.2,731.5,36755974,4,-60,-28,-32,-12,5
16443380854,40.695724,-73.957009,70.2,731.5,36755974,4,-59.8,-29,-32,-12,4.1
16443380855,40.695726,-73.956996,70.2,731.5,36755974,4,-59.5,-30,-32,-12,3.2
16443380856,40.695726,-73.956989,70.3,731.5,36755974,4,-59.2,-31,-32,-12,2.4
16443380857,40.695727,-73.956982,70.35,731.5,36755974,4,-59,-32,-32,-12,1.5
16443380858,40.695728,-73.956975,70.4,731.5,36755974,4,-60,-33,-32.5,-12,0.6
16443380859,40.695729,-73.956967,70.3,731.5,36755974,4,-60,-33,-33,-12,-0.3
16443380860,40.69573,-73.956959,70.4,731.5,36755974,4,-60,-33,-33.5,-12,-1.2
16443380861,40.695731,-73.956951,70.4,731.5,36755974,4,-60,-33,-34,-12,-2
16443380862,40.695732,-73.956943,70.4,731.5,36755974,4,-60.5,-33,-34.2,-12.5,-2.9
16443380863,40.695733,-73.9569355,70.45,731.5,36755974,4,-61,-33,-34.4,-13,-3.8
16443380864,40.695734,-73.956928,70.5,731.5,36755974,4,-61,-32.5,-34.6,-13,-2.7
16443380865,40.695735,-73.956921,70.4,731.5,36755974,4,-61,-32,-34.8,-13,-1.6
16443380866,40.695736,-73.956914,70.4,731.5,36755974,4,-61,-31.5,-35,-13,-0.5
16443380867,40.695737,-73.956906,70.4,731.5,36755974,4,-61,-31,-34,-13,0.6
16443380868,40.695738,-73.9569,70.5,731.5,36755974,4,-61,-31.2,-33,-13,-0.1
16443380869,40.695739,-73.956893,70.4,731.5,36755974,4,-61,-31.4,-32,-13,-0.8
16443380870,40.69574,-73.956886,70.4,731.5,36755974,4,-61,-31.6,-31,-13,-1.6
16443380871,40.695741,-73.956879,70.4,731.5,36755974,4,-61,-31.8,-30,-13,-2.3
16443380872,40.695742,-73.956872,70.4,731.5,36755974,4,-61,-32,-30.2,-13,-3
16443380873,40.695742,-73.956864,70.4,731.5,36755974,4,-61.2,-32.2,-30.4,-13,-1.8
16443380874,40.695743,-73.956857,70.3,731.5,36755974,4,-61.5,-32.4,-30.6,-13,-0.5
16443380875,40.695744,-73.95685,70.3,731.5,36755974,4,-61.8,-32.6,-30.8,-13,0.7
16443380876,40.695745,-73.956843,70.3,731.5,36755974,4,-62,-32.8,-31,-13,2
16443380877,40.695746,-73.956835,70.2,731.5,36755974,4,-62,-33,-32,-14,3.2
16443380878,40.695747,-73.956829,70.2,731.5,36755974,4,-62.3,-33.6,-33,-14,3.2
16443380879,40.695748,-73.956822,70.3,731.5,36755974,4,-62.7,-34.2,-34,-14,3.2
16443380880,40.695749,-73.956816,70.2,731.5,36755974,4,-63,-34.8,-35,-14,3.2
16443380881,40.69575,-73.95681,70.2,731.5,36755974,4,-63,-35.4,-34,-14,3.2
16443380882,40.6957505,-73.956805,70.2,731.5,36755974,4,-63,-36,-33,-14,3.2
16443380883,40.695751,-73.9568,70.2,731.5,36755974,4,-62.3,-34.2,-32,-14,2.8
16443380884,40.695751,-73.956796,70.2,731.5,36755974,4,-61.7,-32.5,-31,-14,2.4
16443380885,40.695751,-73.956791,70.2,731.5,36755974,4,-61,-30.8,-30,-14,2
16443380886,40.695751,-73.9567875,70.15,731.5,36755974,4,-60,-29,-30.3,-14,1.6
16443380887,40.695751,-73.956784,70.1,731.5,36755974,4,-60.2,-29.8,-30.7,-14.2,1.8
16443380888,40.69575,-73.956781,70.1,731.5,36755974,4,-60.4,-30.7,-31,-14.4,2
16443380889,40.695749,-73.956778,70.1,731.5,36755974,4,-60.6,-31.5,-31.3,-14.6,2.2
16443380890,40.695748,-73.9567745,70.1,731.5,36755974,4,-60.8,-32.3,-31.7,-14.8,2.4
16443380891,40.695747,-73.956771,70.1,731.5,36755974,4,-61,-33.2,-32,-15,2.6
16443380892,40.695745,-73.956769,70,731.5,36755974,4,-59,-34,-31.8,-14,2.8
16443380893,40.695743,-73.956766,70,731.5,36755974,4,-59,-33,-31.5,-14,2.8
16443380894,40.695741,-73.956763,70,731.5,36755974,4,-59,-32,-31.2,-14,2.7
16443380895,40.695738,-73.956761,70,731.5,36755974,4,-59,-31,-31,-14,2.7
16443380896,40.695736,-73.956759,70,731.5,36755974,4,-59,-30,-31.2,-14,2.6
16443380897,40.695733,-73.956757,70,731.5,36755974,4,-59,-29,-31.4,-14,2.6
16443380898,40.69573,-73.956756,70.1,731.5,36755974,4,-59,-28.8,-31.6,-13.7,1.9
16443380899,40.6957265,-73.9567545,70.1,731.5,36755974,4,-59,-28.5,-31.8,-13.3,1.2
16443380900,40.695723,-73.956753,70.1,731.5,36755974,4,-59,-28.2,-32,-13,0.4
16443380901,40.695719,-73.956753,70.1,731.5,36755974,4,-59,-28,-32.2,-13,-0.3
16443380902,40.695715,-73.956752,70.1,731.5,36755974,4,-59,-27.8,-32.5,-13,-1
16443380903,40.695711,-73.956751,70.1,731.5,36755974,4,-59,-27.5,-32.8,-13,-1.7
16443380904,40.695707,-73.956751,70.1,731.5,36755974,4,-59,-27.2,-33,-13,-2.5
16443380905,40.695703,-73.95675,70.1,731.5,36755974,4,-59,-27,-33.2,-13,-3.2
16443380906,40.695698,-73.9567495,70.15,731.5,36755974,4,-59.3,-27,-33.5,-13.3,-3.2
16443380907,40.695693,-73.956749,70.2,731.5,36755974,4,-59.7,-27,-33.8,-13.7,-3.1
16443380908,40.695687,-73.956748,70.2,731.5,36755974,4,-60,-27,-34,-14,-3.1
16443380909,40.695681,-73.956748,70.2,731.5,36755974,4,-60,-27,-32.8,-14,-3
16443380910,40.695676,-73.956747,70.2,731.5,36755974,4,-60,-27,-31.6,-14,-3
16443380911,40.695669,-73.956745,70.3,731.5,36755974,4,-60,-28.6,-30.4,-13.7,-1.8
16443380912,40.6956625,-73.956744,70.3,731.5,36755974,4,-60,-30.2,-29.2,-13.3,-0.6
16443380913,40.695656,-73.956743,70.3,731.5,36755974,4,-60,-31.8,-28,-13,0.6
16443380914,40.695649,-73.956742,70.2,731.5,36755974,4,-60,-33.4,-29.2,-13,1.8
16443380915,40.695641,-73.956741,70.2,731.5,36755974,4,-60,-35,-30.4,-13,3
16443380916,40.695634,-73.956739,70.2,731.5,36755974,4,-60.3,-34.5,-31.6,-13.3,1.6
16443380917,40.695626,-73.956738,70.2,731.5,36755974,4,-60.7,-34,-32.8,-13.7,0.2
16443380918,40.695618,-73.956737,70.3,731.5,36755974,4,-61,-33.5,-34,-14,-1.2
16443380919,40.69561,-73.956735,70.3,731.5,36755974,4,-63,-33,-33.8,-15,-2.6
16443380920,40.695603,-73.956734,70.3,731.5,36755974,4,-62.7,-33.2,-33.5,-14.3,-1.9
16443380921,40.695595,-73.956733,70.2,731.5,36755974,4,-62.3,-33.4,-33.2,-13.7,-1.2
16443380922,40.695588,-73.956732,70.2,731.5,36755974,4,-62,-33.6,-33,-13,-0.4
